CompanyName,JD,TextioCat,TextioScore
Random,"
 
 
Department Description
The Change the Bank area in Derivative Operations is responsible for all projects incl. UAT coordination, which are requested by the Run the Bank area. Additionally Market driven mandatory projects or system changes are in scope. Strategic projects like Sourcing and Reengineering may also be part of the order book.
 
 
Job / Person Specification 
Position: Business Analyst
Corporate Title: AVP
Reporting to: CTB Derivatives – Documentation Lead
Location: Bangalore
Duties & Responsibilities:  •   Initial data analysis and Business requirements documentation 
•   Gathering and analysing data 
•   Carrying out both high level and detailed Business analysis 
•   Arranging meetings with business specialists and IT to ensure the requirements are well understood and are complete and accurate
•   Documenting thoroughly all the business and functional requirements including current and future state process diagrams
•   Producing business case and project initiation documents
•   Identifying and co-ordinate any training requirements resulting from process changes
•   Producing Test strategy and UAT test cases
•   Identifying risks and their mitigation and communicating to the project manager and stakeholders
Experience / Requirements: •   Knowledge of interest rate, credit or equity OTC derivatives products with prior OTC derivative documentation line experience preferred.
•   Should have understanding and exposure to products in any of the following domains – Forex, Fixed Income securities, Equities, Derivatives etc. 
•   Strong analytical skills, ability to assimilate information quickly and gain consensus from multiple stakeholders where required.
•   Experience of driving change forward and liaison with multiple business groups 
•   Understanding of the full project lifecycle
•   A mature and professional candidate who is self-motivated, enthusiastic and works with minimum supervision
•   Excellent communicator, articulate and well presented, must be able to communicate with varying levels of seniority within the organisation 
•   Ability to work under pressure & to tight deadlines, managing own time and tasks, able to multi-task 
•   Sustained exposure to liaising internally with IT teams and business users in the context of project deliverables
•   Proven Team player who “goes the extra mile” in striving to provide quality service and customer satisfaction
•   A lateral thinker who can explore concepts outside of current work flows and environments in search of improvements and solutions
•   Must have ‘a can do’  proactive attitude
•   Experience in documentation and execution of Project Testing Requirements and Lifecycles 
•   High appreciation of Quality Management tools and techniques (i.e. Lean/6 Sigma)
•   Atleast 4 years of managerial experience in operations or as a senior Business Analyst / Project manager. 
•   Analytical problem solving skills
 
•   Fluent English language skills 
 
•   Good knowledge in MS Office products
 
•   Knowledge of Use Cases, MPP, Visio is advantageous
Qualifications:  
•      Project lifecycle understanding
•      Business and Product knowledge / trade lifecycle
•      Ability to define and visualise future state solutions
•         Workflow / Process reengineering capabilities
Core Competencies:  
? Requirements definition / documentation
? Analytical skills 
? Business process reengineering
Personal attributes Specific personal attributes that will be of benefit include :
? Intercultural openness / open mindedness 
 
? Proactive own initiative and ability to assert oneself
 
? Flexibility and engagement, ability to work under pressure 
 
? Performance orientation 
 
? Team minded / have integrity 
 
Soft Skills: Key to a successful application is evidence of the following skills :
? Problem Solving / Facilitation skills
? Entrepreneurial thinking / Effectiveness oriented
? Communication skills
? Negotiation and Conflict resolution
 
Primary Working Relationships: The role will interface across many teams and role types including :
? Project Managers
? Business stakeholders
? IT development and support teams
? Test team
? RTB / SME

",3,31
Random,"Job Title:
AVP, Solutioning, Marketing, Sales and Service Function:
Solutioning / Consulting/ Sales Level: 3
Reporting Relationship:
TBD Travel: 20% Location: Gurgaon/ Bangalore

Summary of Role/Profile:

What is the focus of the function?  
Marketing Sales and Service (MSS)is a suite of 10+ offerings which help companies leverage multiple marketing channels/ media mix to acquire profitable customers and provide enhanced customer experience while also optimizing cost. Genpact helps companies leverage smart data analytics, optimise process and leverage technology to maximise performance across the following:
i. Direct marketing channels(like Email, Direct mail, Web, mobile),
ii. Mass media channels and 
iii. Customer service interaction channels (like IVR, Live agent, web self-service, mobile)

The proposed role resides with our “Marketing, Sales andservice (MSS) Analytics” organization. Though an Individual contributor role, incumbent to this role is to own the growth agenda for 2-3 chosen set of offerings/ competencies within MSS via differentiation and competitiveness of offerings in the market place. The role requires extensive interaction with our delivery teams and onshore sales/ solutions team.

.
Why does this job exist?
• Marketing, Sales and Service Analytics (MSS) is a key and prioritized service line offering for Analytics driven by our long term Strategy development.
• MSS a key function to all clients across multiple industry verticals
• By virtue of the fact it is data driven it naturally fits into the Analytics space as a capability area
How does the role add value?
• It gives us additional Solutioning capability in the MSS suite of offerings.
• It will drive new sales as it increases our overall solutions capacity and is a cross vertical role.
How is this role unique from others?
• Role is on the intersection of solutions and  pre-sales
• It is focused entirely on the Customer (B2B, B2C)
• Requires knowledge of marketing as well as customer service across multiple channels• 
Who are the key relationships for this role? 
As explained above, the role will be required to work extensively with the delivery teams, labs and client teams. There is likely to be significant interactions with other COEs within Genpact, including IT & Re-engineering.

What are the minimum prior qualifications to be an applicant for this role?  
1. Understanding of Sales and Marketing services  including knowledge of the kind of services that can be delivered with onsite consulting model and the ones with offshore support (especially from India)
2. Analytics experience specializing in Sales and Marketing Analytics in one of the following Industries: Retail, Banking, Pharma, life sciences or CPG. (Core experience in Banking/Retail with some exposure to other Industries is ideal)
3. Expertise in any two  of the following competencies as an SME-
a. Marketing Analytics including advanced Analytics such as predictive modeling and optimization
b. Campaign Execution on Marketing automation platform such as Unica, SAS CI is required. 
c. Consumer Insights/ reporting including traditional BI / Reporting 
d. Digital marketing analytics including understanding of the ecosystem in terms of web, email, mobile and social 
e. Sales Analytics 
4. Good understanding of how underlying data across multiple channels are integrated to create a unified customer view 
5. Experience focused to develop solutions for clients in collaboration with the Sales leads  to create Customer Centric solutions that leverage Data driven Insights, Process optimization, Technology and other capabilities to deliver superior marketing outcomes across channels for clients
6. 10+ years of overall experience with at least 8-10 years of relevant experience as described above is a must. Experience working with a range of large organizations, ideally internationally.
7. A consulting mindset, strong relationship management and excellent communication skills. Must be a team player
8. Self-starter and motivated with experience in selling ideas and concepts to clients as well as shaping solutions. 
9. Commercial experience around Scoping and Contracting work preferred along with taking an idea from Concept to sold Contract
10. Ideal candidate to have  blend of the following experience
a. Industry knowledge of the core verticals- FS, Retail, CPG, IMS  
b. Functional knowledge of Marketing/ Sales – Experience in launching / growing Analytical Solutions and managing all elements (e.g. Solution Capability Roadmaps, Demand Generation, Analysts Relations, Sales Support, Developing External Ecosystems – Partnerships, etc.)
c. Consulting mindset  -- Entrepreneur & CEO mindset (ability to create vision, align resources required for success e.g. cross-functional business teams, and drive successful results)
d. Analytics background – Marketing Solutions  +Service background.  Solid presentation skills (ability to inspire confidence with clients and internal stakeholders e.g. Sales, R&D, etc.)
11. Preferred experience from
a. Platform providers like Teradata, IBM or SAS
b. Marketing Service Providers such as Dunnhumby, Merkle and Harte-Hanks and
c. Analytics experience from retail organizations/ Banksor global captives supporting marketing/CMO organization

What are the key initiatives and challenges facing this role in the next six months to three years?Consolidating existing POV’s and materials and creating a compelling offering for MSS suite.

Specific Competence (Essential)- At least three
• Channel Analytics
• Marketing Analytics
• Customer Experience Design
• Real Time Analytics
• Process Design &Operationalization
• Solution Architecture
• Business Architecture
• C Suite Engagement
• Retail/ banking experience Specific Competence (Desirable)
? Pharma/ CPG experience








Key Roles and Responsibilities Knowledge, Experience and Education External and Internal Contacts
• Driving thought leadership via whitepapers/ blogs etc.
• Lead RFP Responses
• Synthesize/ Package current projects capabilities for a wider audience
• Lead Analyst relations efforts (e.g. Gartner, Forrester etc.) for the identified offerings
• Partner with existing customers and Global BD teams for deeper penetration and diversification of service offerings amongst customers and prospects respectively
• Understand Clients’ Needs & Business Imperatives, & consult on how to use Analytics strategically to drive those imperatives
• Oversee high impact Initiatives/Programs/Projects launched in consultation with Clients for delivering real business impact to the customer

 Essential
• Post Graduate/ MBA 
• 10+yrs. of work experience. 
• Experience of working in a consulting or analytics firm – Large or a specialized boutique firm

Desirable
• Consultative selling experience desired
• Global mindset and exposure
 CXO / VP level connects in Sales and Marketing organization

",3,17
Random,"
Job Description  

Designation:  AVP Pricing Based out of Gurgaon

Reports to : Pricing Leader

Key Accountabilities (Please specify the Activity list of the Incumbent)

- Pricing and commercial role for multiple Genpact businesses globally
- Primarily for new business, also for revised commercials with existing customers from time to time
- Role involves creating the commercial construct while responding to RFPs – not only in line with client requirements but also presentation of the construct in a manner that enables winning business and aiding in negotiations
- Includes developing an active understanding of key contract terms, finding ways to protect Company position as well as ability to comprehend customer requirements
- Actively involved in internal discussions within the different stakeholders in the company, as well as in negotiations with customer and third party advisors
- Responsible to act as a gate keeper for key commercial terms
- Lead a team of skilled resources and ensure development of their commercial acumen
- Ability to manage negotiations and handle tricky situations to both parties’ benefit

Required Skills
• Should possess strong commercial bent of mind
• Ability to structure uniquely to company advantage as well as enable ease to sell
• Ability to link different terms and their impact on each other
• Strong negotiation skills
• Strong communication skills

",3,34
Random,"A V P - Product Control

Description
 
Global Service Delivery is a business-aligned, customer-servicing organisation with the primary objective of driving operational excellence across our businesses worldwide. Achieving this through the consolidation, simplification and continuous improvement of processes across the full range of HSBC operations, the division  simultaneously takes responsibility for managing operational, location and processing risk and ensuring that services provided are at a best-in-class price point for the required quality level.
 
Purpose of Department
 
Global Markets (GM) Product Control (PC) is a department of Global Banking and Markets (GBM) Finance responsible for the production and independent validation of GM profit & loss and balance sheet.  Core responsibilities include:  primary point of contact for the GM business for day-to-day finance issues; daily p&l production, reconciliation and reporting; p&l attribution and commentaries; independent verification of prices and valuations; general ledger integrity and month-end close; balance sheet substantiation; reserves and fair value adjustments; consistent application of accounting policies in accordance with IFRS; information for financial and regulatory reporting disclosures; hedge accounting controls.
 
Global Finance Centres (GFC) PC in Gurgaon India handles a number of processes that contribute to the effective discharge of Global PC responsibilities as mentioned above.  In particular, this includes the daily processing of comprehensive intersystem reconciliations from primary trading systems through to the general ledger and other relevant databases, selected trading financial controls, p&l analysis, and reporting.  It requires skilful liaison with multiple stakeholders including in-country product control management, operations, IT, risk, front office, central finance functions, etc.
 
The role is a hands-on plus people leader role managing high quality daily service delivery to multiple entities, and driving change for process simplification and standardisation.
 
Principal Accountabilities
 
Impact on the Business
 
•      Demonstrate strong understanding of the business and relevant accounting and valuation controls
•      Lead and manage a team for multiple daily product control deliverables, timely and accurately
•      Ask the right questions and challenge data integrity with practical recommendations for solutions
•      Facilitate standardisation of processes across entities
•      Manage operational risk, including people and processes
•      Ensure higher degree of governance and control mechanism
•      Provide meaningful analysis to facilitate business decision-making
 
Customers / Stakeholders
•      Multiple entities global product control senior management, peers in GFC, and other stakeholders including in many instances front office dealers
•      Ensure relevant MI is provided to and easily understood by stakeholders
•      Influence and escalate key issues in an effective way to ensure timely resolution
•      Timely and high quality response to queries from stakeholders
 
Leadership & Teamwork
•      High order staff engagement
•      Work as One Team, with business partners overseas, with colleagues in GFC PC and GFC wide, and all other stakeholders relevant to the GM business
•      Develop oneself, and develop the team towards high quality performance
•      High quality behaviours demonstrating courageous integrity, dependable, open and connected
•      Effective communications 360 degrees
•      High quality performance management
 
Operational Effectiveness & Control
•      Adhere to Group policies, audit, controls, and compliance requirements including but not limited to declaration of secrecy, data protection act, health, safety and security, clear desk policy
•      Continually assess the operational risks inherent in the processes, taking account of changing operating procedures, staff movements, legal and regulatory requirements, management restructures, and the impact of new technology.
•      Effectively manage change and business contingency and update the risk control assessment
•      Ensure knowledge retention through documented procedures and cross training
•      Ensure ‘first time right’


",2,38
Random,"Job title: Assistant Vice President – ERP FUNCTIONAL CONSULTANT Function: Practice Level: Band 3
 Reporting Relationship: Individual contributor role Travel: 40 – 50% Location: Gurgaon/Hyd/BLR
 Summary of Role / Profile:
Focus of the Function:
Record to report Domain 
Why does this job exist:
How does the role add value:
By providing Genpact demonstrable depth in ERP FICO modules  – helping win new deals, coach and mentor existing account teams to move along the service value chain, provide consulting depth to customers in the F&A space
How is this role unique from others:
This role is a combination of deep domain expertize in finance and accounts, with ERP ( SAP -FICO implementation experience excellent Solutioning mindset, good commercial sense in structuring deals, and excellent customer facing skills (executive presence, ability to listen and address specific problems, articulate acceptable and reasonable solutions, etc.)
The key difference is the candidate ability to see business process and ERP together as one single schema.
Who are the key relationships for this role:
BD / Commercial Proposals / Solutions / Transitions / Operations
What are the minimum prior qualifications to be an applicant for this role:
 CA / ICWA  with ERP FUNCTIONAL CONSULTANT domain experience 
What are the key initiatives & challenges facing this role in the next six months to three years: 
Ø  Identify solutions to productize our ERP FUNCTIONAL CONSULTANT offerings
Ø  Integrate technology with our solutions to provide improved productivity to clients
Ø  Provide overall guidance and support in formulating the growth strategy for this segment, identifying tactical-level execution elements, and leading execution of the tactical plan
 
Specific competences ( Essential)
 
Ø  Excellent communication – verbal and written 
Ø  Strong Presentation skills
Ø  Influencing skills
Ø  Creative thinking/innovative mindset
Ø  Commercially Savvy  
Specific competences (Desirable)
 
Ø  Judgement
Ø  Personal effectiveness
 
 
 
Key Roles and Responsibilities  Knowledge, Experience, Education External & internal contacts
  
·         Bring ERP design best practices in the areas of SAP FICO, helping  F&A solutioning and client-specific discussions as a subject matter expert
·         Participate in Sol IDs and other such projects
·         Assist in implementation of practices in different accounts
·         Develop and drive best practices framework, case studies, benchmarking for ERP FUNCTIONAL CONSULTANT processes.
·         Assist in implementation of practices in different accounts 
·         Ensuring process compliance with various tools like CMP, FMEA etc
·         Assist in preparation / refinement of SEP proposals in ERP FUNCTIONAL CONSULTANT domain.  
 
 
   
Essential 
CA/ICWA with 10-12 years ERP FUNCTIONAL CONSULTANT domain experience 
3-4 full life cycle Implementation experience in SAP – FICO 
 
Desirable 
 
Ø  Prior Domain Experience 
Ø  Prior Implementation experience as a functional consultant 
Ø  SAP Key user in large corporates    
Ø  External: Client Leadership
Ø  Internal: Sales/BD/Lead Solution Architects/Practice Leaders/Business Leaders/Commercial Proposals
 

",3,19
Random,"  AWS Support- Bangalore

• 4-6 years of experience.
• Hands-on exposure to Windows or Unix platforms for atleast 3-4 yrs especially around installations/configuration/troubleshooting.
• Scripting knowledge either on windows powershell or Unix Shell
• Understand basics of networking like subnetting / VLAN.
•  Knowledge of backup/recovery/DR around Windows or Unix.
• Exposure to Design standards for a typical N Tier application deployment.
• Knowledge on DB / Middleware technologies as Administrator will be added advantage.
• Awareness on Open source / New emerging technologies like Docker, Puppet.
• Awareness on Azure or AWS cloud services

",4,19
Random," Title : Partner / Vice President  
Location: Mumbai 
General Description 
As a Partner the job holder would be responsible for overall performance- which includes accountability for P&L, delivery on multiple engagements, new business development, augmenting current service offerings and responsibility for managing and developing staff members.
 Key Responsibilities: 
? Actively work on and manage multiple projects focused on compliance, operational and financial reviews
? Prepare and issue audit reports
? Ensure effective and efficient controls are designed and functioning to mitigate financial, compliance, and operational risks for clients
? Develop/ Grow business by contracting with new customers and mining existing customers. 
? Developing  and nurturing the relationship with the client. 
? Oversight and follow-up on projects; overseeing billing and collections. 
? Develop and create new IA products and solutions to enhance current portfolio 
? Prepare/track proposals, conduct client proposal meetings, and deliver presentations to clients in a formal setting
? Mentor, develop and train team members
Position Requirements: 
• Highly-experienced audit professional with broad management, business development and customer relations skills. 
• Strong communication skills, both verbal and written, experience communicating at a variety of levels including client management teams, audit committees, professional co-workers, selling services to prospective clients and cross-selling additional services to existing clients
• Excellent people management skills; must be able to successfully manage and mentor  staff 
• Ability to think strategically and participate in a leadership position within the organization
• Must be able to work in a fast-paced environment with demonstrated ability to juggle multiple competing tasks.
• Must have project management experience 
• Ability to deal with challenging client situations 
• Flexible, self starter possessing intellectual curiosity 
• Open to travel commensurate with the role


Educational Qualification

Should have a professional qualification preferable CA or an MBA from a reputed business school.  Qualifications such as CIA, CISA, CFE are an advantage.


Work Experience

Should have a minimum of 10 years plus post qualification experience 

Prior work experience could include:
• If from industry – Internal audit, SoX compliance, Quality or Revenue Assurance.  
• If from professional services – Risk Consulting/ Internal Audit or Statutory Audit.  


",1,34
Random,"Process Understanding Document
Detailed Role description

• The Production Support COE Leader, is accountable for the offshore support teams for the entire LOB
• The Production Support COE Leader, reports into the Delivery Head of the LOB
• is responsible for effectively managing the existing support teams or building efficient teams ground up
• is responsible for managing teams spread across geographies and implementing ""Follow The Sun"" model wherever  applicable
• manages teams working across shifts to cover 24 x 7
• is accountable for migrating large support projects to offshore effectively managing Risk and Knowledge  Transition
• is responsible for effectively managing the SLAs and escalations
• is responsible for planning and implementing full-fledged ""Business Continuity"" for all the applications  supported
• might be responsible for the Capacity Planning of the applications supported
• manages the resources available for effective ""Load Balancing"" with respect to quantum of work there by  resulting in faster Turn Around Time of tickets
• constantly looks for opportunities on Efficiency improvement / Productivity Savings on an annual basis  delivering more work with same resources or same work with less resources
• drives and lives by the culture of innovation resulting in highly efficient teams looking to improve operational efficiency
• builds efficient Production Support Processes and identifies / tracks / reports Critical Metrics on Production  Support
• proactively identifies Audit Issues in applications and processes and implements mitigation / contingency  measures 
• recommends and implements, tools, technologies and processes to proactively identify production issues thereby  resulting in reduced impact to the users and reduced down time of the applications
• might be responsible for efficiently managing the TCOA of the applications
• is responsible for Performance Management and Retention of the employees
• is responsible for building a motivating and fair employee environment resulting in high level of performance of the teams


Skill requirements: 

• has more than 18-20 years of experience in the IT industry majority of which is in Delivery (E)
• has strong and vast experience in managing big Production support Engagements (E)
• has solid experience in migrating big projects / applications to offshore (D)
• has significant work experience in Banking and Financial Services Domain (E)
• has managed big teams of more than 200 + employees (E)
• Owned and supported 300+ applications across Banking domain (E)
• Experience working in Wholesale banking technology(Payments, Liquidity, Credit, Trade) (E)
• Worked with various technologies(J2EE, .net, Mainframe, Middleware, Datawarehouse) (E)
• has very strong experience in Quality Practices such as Six Sigma (D)
• has reasonable technical expertise across varied skill set (D)
• has experience leading teams virtually across geographies and across 24 x 7 shifts (D)
• has a strong track record on delivering flawlessly and maintaining highest level of quality of deliverables
• has experience playing the role of Manager of Managers
• has experience working with stakeholders across the globe (US, UK, APAC etc)
• highly dynamic and enthusiastic individual who looks forward to any change or challenge as opportunity
• possesses strong leadership skills and is assertive
• flamboyant Communicator with strong influencing and presentation capabilities

",1,41
Random,"Job Title - Business Analysis GCB 6


Job Description
• Relationship management and collaboration with business partners ensuring their needs are met. 
• Deliver high quality, detailed business requirements, process design documentation, cost benefit analysis, and clear choice estimations 
• Ensure the use of standard methods / processes to deliver projects that adhere to the Project Delivery Process standards.
• Continually seeks ways of improving work processes.  Interfaces with all levels of management to identify, develop and implement initiatives to improve departmental efficiency, customer care and expense control.
• Contains a high level of expertise in multiple functional and technical areas. 
• Build trusting relationships with internal customers by consistently eliciting requirements that meet and deliver upon their business needs 
• Liaise between business and technology partners to ensure requirements are translated in a way well understood by technology, and ensure technology solutions are understood by and meet the needs of the business
• Facilitation of meetings, forming of project team, and guiding them through the project delivery process 
• Ensure requirements coming from multiple areas are aligned and conflicts are resolved effectively.
• Deliver on assignments / projects using the appropriate technologies and tools including Group standards 
  
Skills Required
• Have an excellent knowledge project lifecycle and methodologies  
• Communication and interpersonal skills
• Strong facilitation and sound leadership skills 
• Negotiation, influence, mediation and conflict management skills
• Ability to develop cohesive working relationships with business partners
• Excellent written & verbal communication skills, other languages an advantage

Business Area/ Department: Change Delivery


Academic Qualification  Undergraduate or postgraduate degree in Science, Business Administration or a related field. MBA preferred.


Years of Experience minimum 10 years of experience 


Type of Experience: Technology, banking, and/or operations.  



Type of Opening

Full Time/ Part Time

Location: Hyderabad, Bangalore


",5,35
Random,"   
Job Title: Problem & Availability Manager 
Corporate Grade: BA4

Reports to (Line Manager’s Job Title): Head of Problem & Availability Management
Direct Reports (if applicable): None
Business Area: ServCo
Department/Function Level 1: Global Technology Infrastructure Services
Department/Function Level 2: Technology Command Centres
Primary Location: BTCR
IAR Role No

Regulated Role No


             Role Profile Attestation
            The content of this role profile is relevant for the role in question
Name of reviewer: Steve Wilkinson
Role of reviewer: Head of Problem & Availability Management
Date of review: 04 January 2018

About Barclays
Barclays is a transatlantic consumer, corporate and investment bank offering products and services across personal, corporate and investment banking, credit cards and wealth management, with a strong presence in our two home markets of the UK and the US. Our goal is to become the bank of choice by providing superior services to customers and clients and supporting our stakeholders via a commercially successful business that generates long-term sustainable returns. 

Our two clearly defined divisions, Barclays UK and Barclays International, provide diversification by business line, geography and customer, enhancing financial resilience and helping to contribute to the delivery of consistent returns through the business cycle. We have a strong core business with exciting prospects, well positioned to deliver long-term value for our shareholders. 

Consistent with the objective of delivering long-term sustainable value for all our stakeholders, we have developed our Shared Growth Ambition – our approach to citizenship and the sustainability of the business model we operate. The aim is to make decisions and do business that provides our clients and customers, and the communities which we serve, with access to a prosperous future. 

The delivery of our strategy is underpinned by the energy, commitment and passion of our people, and we are clear on our common purpose: to help people achieve their ambitions, in the right way.

About Infrastructure Services
Infrastructure Services is a global team of approximately 4,300 colleagues based in EMEA, US, APAC and Africa, accountable for delivering and supporting resilient, secure infrastructure technology and services to customers, clients and colleagues.

About Technology Command Centres
The goal of Global Technology Command Centres is to ensure service stability to Barclays’ customers and partners through governance and control of production services with group wide collaboration and proactive support. We provide consistent rapid response to issues impacting our customers through world class Service Recovery Management and ensure lessons are learnt to continuously improve service availability. See here for more details.
Overall purpose of role
The Problem and Availability Management team operates the global Problem Management Process to mitigate the impact of incidents on Barclays IT systems, preventing Major Incident recurrence and driving improvements to service stability & availability for the benefit of our customers and partners. 

Key Accountabilities
? Manage the Post Incident Review (PIR) process for Major Incidents to drive identification and resolution of root cause to prevent incident recurrence
? Create and publish Executive Incident Reports providing a succinct intuitive summary of Major Incidents for Exec, MD and Director visibility
? Drive the timely and satisfactory resolution of all owned Problem Records
o Ensure root cause analysis is undertaken
o Ensure problem root cause resolution is implemented into production
o Where resolution is not implemented, secure appropriate documented justification and sign-off
o Ensuring High Severity Problem Records are closed to agreed and published levels of quality
? Actively collaborate across Infrastructure Services and Application teams to identify potential areas of instability to inform the need for dedicated Service Improvement Units (SIU)
? Own and manage SIUs to identify and drive improvement activity to increase service stability and availability
? Collaborate across Technology Command Centres teams to inform TCC operational strategy 
? Identify and implement improvements to local team procedures
? Deliver high quality performance analytics/data quality reports to Senior Management, Risk and Governance Forums in line with agreed deadlines
? Drive identification & implementation of enhanced service availability metrics 

Stakeholder Management and Leadership 
? Provide ownership and leadership of SIU Virtual Teams, facilitating and influencing analytical discussions to drive effective collaboration across tech teams to identify improvements to service stability and availability
? Effectively manage Stakeholder expectations of Infrastructure and Application SIU Sponsors.
? Provide strong leadership in managing PIR calls

Decision-making and Problem Solving 
? Make informed decisions based on available facts, knowledge and experience
? Escalate selectively and efficiently to remove blockers, and to gain appropriate sponsorship and advocacy
? Highly analytical, interrogates multiple complex information streams to draw/inform effective conclusions 
? Can describe the overall function of several components in the technical platform

Risk and Control Objective [This section is mandatory for all role profiles and must not be deleted]
Ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards.

Person Specification
? Understands the triggers, interfaces and links between Incident, Problem and Change Management processes
? Has detailed working knowledge of the Global Problem Management Process and Standard
? Has a solid understanding of Barclays’ Operational Infrastructure, and of Business-aligned Technology teams and their respective critical services/applications 
? Excellent analytical and problem-solving skills
? Strong communication – excellent reporting & presentation skills, and proficient call management

Essential Skills/Basic Qualifications:
Qualified in ITIL Service Management Foundation
Proficient in understanding and application of ITIL Incident, Problem and Change disciplines 

Desirable skills/Preferred Qualifications:
ITIL V3 Service Operations Practitioner
Experience of working in IT Operations



Purpose and Values 
Barclays has a single cross-business Purpose for Barclays and five core Values which underpin it. 
Our Purpose is helping people achieve their ambitions in the right way. Put simply this is the answer to the question ‘What is Barclays for?’ and it should guide our every action as employees.

Respect
We respect and value those we work with, and the contribution that they make.
Integrity
We act fairly, ethically and openly in all we do.
Service
We put our clients and customers at the centre of what we do.
Excellence
We use our energy, skills and resources to deliver the best, sustainable results.
Stewardship
We are passionate about leaving things better than we found them.

",1,39
Random,"
Specific competences (Essential)

• Strong communication skills, with the ability to clearly and succinctly articulate issues to senior management.
• Ability to identify, build and enhance key relationships, influencing and challenging as required.
• Understanding and knowledge of the drivers of business performance.
• The ability to work in a global environment with a strong customer focus, with experience of pro-actively working with demanding customers in a flexible manner.
• Proven staff management skills & strong team leadership, with the ability to direct and motivate staff
• Innovative and always looking for continuous improvement in order to develop succession plan for staff
 
Specific competences (Desirable)
? Ability to listen well and comprehend, good customer service attitude to clearly articulate the resolution. 
? Ability to organize and analyze large volumes of data, perform data reconciliations and summarize for executive review
? Ability to multi-task and prioritize workload to complete assigned responsibilities in a fast paced ever changing environment
? Must demonstrate a high level of self-motivation, energy and flexibility 
? Ability to handle varied volumes of workloads and to reach targets and deadlines on a timely basis
? Must demonstrate a high level personal integrity and investigation / negotiation skills 
? Ability to identify, build and enhance key relationships, influencing and challenging as required.
? Understanding and knowledge of the drivers of business performance.
? The ability to work in a global environment with a strong customer focus, with experience of pro-actively working in a flexible manner.
? Self-starter, with ability to work under own initiative.
Prior work experience in a multinational organisation and matrix reporting structure 




















Key Roles and Responsibilities  Knowledge, Experience, Education
? Complete accounting based on Multinational Policy & Service Claims Bookings
? Read and understand intercompany pooling agreements and use the information to record journal entries.
? Monitor and report on Intercompany Receivables 
? Execute Intercompany Settlements to clear Intercompany balances and report on unsettled balances for statutory reporting.
? Prepare Intercompany account reconciliations and explain all items and activity contained within each account.
? Prepare Sarbanes-Oxley, internal and external audit work papers.
? Perform special projects and ad hoc reporting and financial analysis as assignee
 Has 12+ years of experience in Intercompany/ Finance.

Prior experience of leading and managing large & diverse work force

Good experience with ERP – SAP, Oracle

Understands interface processes with accounting ledger

IT savvy & Excel Skills – advanced; Access Skills – intermediate 

Innovative and always looking for continuous improvement in order to develop succession plan for staff

In depth understanding of the regulatory environment in the insurance sector

Operational experience with Intercompany/ Finance

Qualified CA / CPA / CWA

",3,46
